periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Cas suspects de paludismes vus dans les structures de santé,Cas suspects de paludisme vu par les ASC,Cas suspects de paludisme ayant été testés par GE/FM,Cas suspects de paludisme ayant été testés par TDR,Cas de paludisme simple confirmés par GE/FM dans les structures santé,Cas de paludisme simple confirmé par les ASC (TDR+),Cas de paludisme simple confirmés par TDR dans les structures santé,Cas de paludisme simple traité avec les CTA dans les structures de santé,Cas de paludisme simple confirmés traités avec CTA par les ASC,Cas de paludisme grave confirmés par GE/FM dans les structures de santé,Cas de paludisme grave confirmés par TDR dans les structures santé,Cas de paludisme grave confirmé traité (Artesunate ou Arthemeter ou Quinine injectable),Cas presumés de paludisme grave par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme simple par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme par diagnostic clinique (cas testés négatifs traités et non testés traités par CTA) par les ASC
202406,Juin 2024,202406,,Mali,Bougouni,District Dogo,CCccx6jm0ML,District Dogo,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Dogo,CCccx6jm0ML,District Dogo,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Douentza,District Douentza,E62kOlA1JXK,District Douentza,,,KWOoDmCIZ7p,Publique,,,857,270,32,825,16,122,220,236,122,16,98,114,0,0,
202406,Juin 2024,202406,,Mali,Douentza,District Douentza,E62kOlA1JXK,District Douentza,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Douentza,District Douentza,E62kOlA1JXK,District Douentza,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Ersane,X6kBPod3SEl,District Ersane,,,KWOoDmCIZ7p,Publique,,,49,,,49,0,,31,31,,0,5,5,,,
202406,Juin 2024,202406,,Mali,Gao,District Ersane,X6kBPod3SEl,District Ersane,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Ersane,X6kBPod3SEl,District Ersane,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Fakola,oo70dgfozhg,District Fakola,,,KWOoDmCIZ7p,Publique,,,855,258,,855,0,217,514,514,217,0,176,114,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Fakola,oo70dgfozhg,District Fakola,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Fakola,oo70dgfozhg,District Fakola,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nara,District Fallou,TFC399rbHZr,District Fallou,,,KWOoDmCIZ7p,Publique,,,587,18,,280,0,5,121,121,5,0,53,53,141,166,
202406,Juin 2024,202406,,Mali,Nara,District Fallou,TFC399rbHZr,District Fallou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nara,District Fallou,TFC399rbHZr,District Fallou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Dioila,District Fana,GL7sDu7i7bI,District Fana,,,KWOoDmCIZ7p,Publique,,,2904,725,427,2465,142,502,1051,1193,502,180,770,950,76,299,160
202406,Juin 2024,202406,,Mali,Dioila,District Fana,GL7sDu7i7bI,District Fana,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Dioila,District Fana,GL7sDu7i7bI,District Fana,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,San,District Fangasso,svUPsxTJkNW,District Fangasso,,,KWOoDmCIZ7p,Publique,,,587,197,,587,0,135,240,239,135,0,53,53,,,1
202406,Juin 2024,202406,,Mali,San,District Fangasso,svUPsxTJkNW,District Fangasso,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,San,District Fangasso,svUPsxTJkNW,District Fangasso,,,uD2y9P4ErAF,Confessionnel,,,38,7,,38,0,3,4,4,3,0,1,1,,,0
202406,Juin 2024,202406,,Mali,Ségou,District Farako,fXtruPrYOxs,District Farako,,,KWOoDmCIZ7p,Publique,,,1573,733,0,1546,0,582,405,405,582,0,339,339,0,7,0
202406,Juin 2024,202406,,Mali,Ségou,District Farako,fXtruPrYOxs,District Farako,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Ségou,District Farako,fXtruPrYOxs,District Farako,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Foum-Elba,onwuSYRLt9T,District Foum-Elba,,,KWOoDmCIZ7p,Publique,,,202,,0,202,0,,38,38,,0,14,14,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Foum-Elba,onwuSYRLt9T,District Foum-Elba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Foum-Elba,onwuSYRLt9T,District Foum-Elba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Gabero,BzppAlNtIrI,District Gabero,,,KWOoDmCIZ7p,Publique,,,656,,67,589,67,,162,229,,0,26,26,,,
202406,Juin 2024,202406,,Mali,Gao,District Gabero,BzppAlNtIrI,District Gabero,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Gabero,BzppAlNtIrI,District Gabero,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Gao,sFOLjjb1rwR,District Gao,,,KWOoDmCIZ7p,Publique,,,1938,,1545,258,655,,135,790,,191,100,291,39,96,
202406,Juin 2024,202406,,Mali,Gao,District Gao,sFOLjjb1rwR,District Gao,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Gao,sFOLjjb1rwR,District Gao,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Garalo,kapmYmI1bPP,District Garalo,,,KWOoDmCIZ7p,Publique,,,1489,134,55,1405,48,75,892,940,75,4,101,105,,,14
202406,Juin 2024,202406,,Mali,Bougouni,District Garalo,kapmYmI1bPP,District Garalo,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Garalo,kapmYmI1bPP,District Garalo,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Gargando,kbPIRuSRlIj,District Gargando,,,KWOoDmCIZ7p,Publique,,,51,,,51,0,,40,40,,0,2,2,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Gargando,kbPIRuSRlIj,District Gargando,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Gargando,kbPIRuSRlIj,District Gargando,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Gossi,AYSrXqDLsBL,District Gossi,,,KWOoDmCIZ7p,Publique,,,153,,0,153,0,,30,30,,0,2,2,,74,
202406,Juin 2024,202406,,Mali,Tombouctou,District Gossi,AYSrXqDLsBL,District Gossi,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Gossi,AYSrXqDLsBL,District Gossi,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Goundam,WlHsVsS8QK2,District Goundam,,,KWOoDmCIZ7p,Publique,,,620,,51,568,37,,189,226,,10,35,45,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Goundam,WlHsVsS8QK2,District Goundam,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Goundam,WlHsVsS8QK2,District Goundam,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Gourma-Rharous,iwA9Z0V5reN,District Gourma-Rharous,,,KWOoDmCIZ7p,Publique,,,1223,31,48,1207,25,15,745,770,15,13,62,75,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Gourma-Rharous,iwA9Z0V5reN,District Gourma-Rharous,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Gourma-Rharous,iwA9Z0V5reN,District Gourma-Rharous,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nara,District Guiré,uodXZFhsnW0,District Guiré,,,KWOoDmCIZ7p,Publique,,,189,,,165,0,,51,51,,0,37,37,7,17,
202406,Juin 2024,202406,,Mali,Nara,District Guiré,uodXZFhsnW0,District Guiré,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nara,District Guiré,uodXZFhsnW0,District Guiré,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Douentza,District Hombori,QGg41UOfUOh,District Hombori,,,KWOoDmCIZ7p,Publique,,,148,23,,148,0,10,67,67,10,0,10,10,,,
202406,Juin 2024,202406,,Mali,Douentza,District Hombori,QGg41UOfUOh,District Hombori,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Douentza,District Hombori,QGg41UOfUOh,District Hombori,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Menaka,District Inekar,yhyfRmQvX5N,District Inekar,,,KWOoDmCIZ7p,Publique,,,509,,,509,0,,170,170,,0,13,13,,,
202406,Juin 2024,202406,,Mali,Menaka,District Inekar,yhyfRmQvX5N,District Inekar,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Menaka,District Inekar,yhyfRmQvX5N,District Inekar,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Menaka,District Inlamawane,FVczuHiAzvJ,District Inlamawane,,,KWOoDmCIZ7p,Publique,,,244,,,244,0,,173,173,,0,7,7,,,
202406,Juin 2024,202406,,Mali,Menaka,District Inlamawane,FVczuHiAzvJ,District Inlamawane,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Menaka,District Inlamawane,FVczuHiAzvJ,District Inlamawane,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Kadiana,VkeGOYaCQzI,District Kadiana,,,KWOoDmCIZ7p,Publique,,,731,110,213,513,95,81,245,340,71,120,178,298,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Kadiana,VkeGOYaCQzI,District Kadiana,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Kadiana,VkeGOYaCQzI,District Kadiana,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Kadiolo,qVTisVWULds,District Kadiolo,,,KWOoDmCIZ7p,Publique,,,4672,357,1307,3309,963,297,2158,3108,297,199,382,581,23,154,
202406,Juin 2024,202406,,Mali,Sikasso,District Kadiolo,qVTisVWULds,District Kadiolo,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Kadiolo,qVTisVWULds,District Kadiolo,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Kangaba,deyCj055y0s,District Kangaba,,,KWOoDmCIZ7p,Publique,,,8187,817,2793,5394,1882,479,2058,3934,479,322,392,714,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Kangaba,deyCj055y0s,District Kangaba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Kangaba,deyCj055y0s,District Kangaba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Kani-Gogouna,cYHJvUpFpHm,District Kani-Gogouna,,,KWOoDmCIZ7p,Publique,,,204,23,,204,0,23,110,110,23,0,10,10,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Kani-Gogouna,cYHJvUpFpHm,District Kani-Gogouna,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Kani-Gogouna,cYHJvUpFpHm,District Kani-Gogouna,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Kasanbere,GUTO4bhK4sv,District Kasanbere,,,KWOoDmCIZ7p,Publique,,,11,,,11,0,,7,7,,0,0,0,,,
202406,Juin 2024,202406,,Mali,Gao,District Kasanbere,GUTO4bhK4sv,District Kasanbere,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Kasanbere,GUTO4bhK4sv,District Kasanbere,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Kati,J6hTtlN58cJ,District Kati,,,KWOoDmCIZ7p,Publique,,,9783,114,5236,4516,1279,79,1970,3225,79,1150,1110,2260,26,27,
202406,Juin 2024,202406,,Mali,Koulikoro,District Kati,J6hTtlN58cJ,District Kati,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Kati,J6hTtlN58cJ,District Kati,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Kayes,ewVYh32nfrg,District Kayes,,,KWOoDmCIZ7p,Publique,,,1728,22,80,1650,2,10,242,244,10,5,13,18,4,28,1
202406,Juin 2024,202406,,Mali,Kayes,District Kayes,ewVYh32nfrg,District Kayes,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Kayes,ewVYh32nfrg,District Kayes,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Kendie,GEckJrEevmh,District Kendie,,,KWOoDmCIZ7p,Publique,,,478,112,,478,0,69,204,204,69,0,16,16,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Kendie,GEckJrEevmh,District Kendie,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Kendie,GEckJrEevmh,District Kendie,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Kenieba,XSNsPNFAWxQ,District Kenieba,,,KWOoDmCIZ7p,Publique,,,2529,101,51,2418,26,54,936,962,53,13,278,291,,156,3
202406,Juin 2024,202406,,Mali,Kayes,District Kenieba,XSNsPNFAWxQ,District Kenieba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Kenieba,XSNsPNFAWxQ,District Kenieba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kidal,District Kidal,WoDNtGBc5aC,District Kidal,,,KWOoDmCIZ7p,Publique,,,456,85,51,405,0,,136,136,25,28,7,35,3,34,25
202406,Juin 2024,202406,,Mali,Kidal,District Kidal,WoDNtGBc5aC,District Kidal,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kidal,District Kidal,WoDNtGBc5aC,District Kidal,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Kignan,zWgEf23jOKS,District Kignan,,,KWOoDmCIZ7p,Publique,,,1831,87,149,1717,61,58,829,890,58,48,283,331,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Kignan,zWgEf23jOKS,District Kignan,,,LjZFmglR38X,Para publique,,,3,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Kignan,zWgEf23jOKS,District Kignan,,,uD2y9P4ErAF,Confessionnel,,,38,,,38,0,,22,22,,0,16,16,,,
202406,Juin 2024,202406,,Mali,San,District Kimparana,qE1Tom6r0CI,District Kimparana,,,KWOoDmCIZ7p,Publique,,,1050,302,0,1050,0,176,419,419,176,0,128,128,0,37,0
202406,Juin 2024,202406,,Mali,San,District Kimparana,qE1Tom6r0CI,District Kimparana,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,San,District Kimparana,qE1Tom6r0CI,District Kimparana,,,uD2y9P4ErAF,Confessionnel,,,18,,3,15,0,,5,5,,0,0,,,,
202406,Juin 2024,202406,,Mali,Kita,District Kita,RktmZHLNKAO,District Kita,,,KWOoDmCIZ7p,Publique,,,2002,77,346,1658,160,34,755,915,34,118,198,316,,,
202406,Juin 2024,202406,,Mali,Kita,District Kita,RktmZHLNKAO,District Kita,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kita,District Kita,RktmZHLNKAO,District Kita,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Kléla,aeW6hdTFG0f,District Kléla,,,KWOoDmCIZ7p,Publique,,,691,48,11,687,11,39,193,204,39,0,63,63,10,129,
202406,Juin 2024,202406,,Mali,Sikasso,District Kléla,aeW6hdTFG0f,District Kléla,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Kléla,aeW6hdTFG0f,District Kléla,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Kolokani,WLZDFMYIAcQ,District Kolokani,,,KWOoDmCIZ7p,Publique,,,2388,176,98,2279,42,113,686,628,113,46,471,451,6,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Kolokani,WLZDFMYIAcQ,District Kolokani,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Kolokani,WLZDFMYIAcQ,District Kolokani,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Kolondieba,CRQVMNajAKY,District Kolondieba,,,KWOoDmCIZ7p,Publique,,,1862,334,144,1719,53,300,851,904,300,49,476,525,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Kolondieba,CRQVMNajAKY,District Kolondieba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Kolondieba,CRQVMNajAKY,District Kolondieba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Mopti,District Konna,C0kdwXDPH4v,District Konna,,,KWOoDmCIZ7p,Publique,,,410,78,,410,0,39,26,26,39,0,10,10,,,
202406,Juin 2024,202406,,Mali,Mopti,District Konna,C0kdwXDPH4v,District Konna,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Mopti,District Konna,C0kdwXDPH4v,District Konna,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koutiala,District Konseguela,sMipZP8Jvtm,District Konseguela,,,KWOoDmCIZ7p,Publique,,,862,50,13,841,9,31,445,445,31,4,81,85,,,
202406,Juin 2024,202406,,Mali,Koutiala,District Konseguela,sMipZP8Jvtm,District Konseguela,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koutiala,District Konseguela,sMipZP8Jvtm,District Konseguela,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Koro,SozKhhduxgV,District Koro,,,KWOoDmCIZ7p,Publique,,,3402,489,11,3181,0,185,790,790,185,0,111,111,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Koro,SozKhhduxgV,District Koro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Koro,SozKhhduxgV,District Koro,,,uD2y9P4ErAF,Confessionnel,,,162,,,162,,,104,104,,,21,21,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Koulikoro,MOdaTbZ5V1J,District Koulikoro,,,KWOoDmCIZ7p,Publique,,,3828,512,1076,2518,326,413,986,1312,413,638,711,1349,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Koulikoro,MOdaTbZ5V1J,District Koulikoro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Koulikoro,MOdaTbZ5V1J,District Koulikoro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Koumantou,ik0sYpe2Tu2,District Koumantou,,,KWOoDmCIZ7p,Publique,,,784,116,18,766,8,85,319,327,85,4,81,85,8,12,0
202406,Juin 2024,202406,,Mali,Bougouni,District Koumantou,ik0sYpe2Tu2,District Koumantou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Koumantou,ik0sYpe2Tu2,District Koumantou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koutiala,District Kouniana,Gt5ExzZbZJq,District Kouniana,,,KWOoDmCIZ7p,Publique,,,1009,71,,1009,0,51,398,398,51,0,89,89,,,
202406,Juin 2024,202406,,Mali,Koutiala,District Kouniana,Gt5ExzZbZJq,District Kouniana,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koutiala,District Kouniana,Gt5ExzZbZJq,District Kouniana,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koutiala,District Koury,TrEYjAahulJ,District Koury,,,KWOoDmCIZ7p,Publique,,,1390,336,14,1376,13,213,736,730,213,0,100,100,,,
202406,Juin 2024,202406,,Mali,Koutiala,District Koury,TrEYjAahulJ,District Koury,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koutiala,District Koury,TrEYjAahulJ,District Koury,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koutiala,District Koutiala,cFiYpHc1TeV,District Koutiala,,,KWOoDmCIZ7p,Publique,,,3919,187,736,2994,114,127,1008,1122,127,116,409,525,48,192,
202406,Juin 2024,202406,,Mali,Koutiala,District Koutiala,cFiYpHc1TeV,District Koutiala,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koutiala,District Koutiala,cFiYpHc1TeV,District Koutiala,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Lere,g63g6TX2asB,District Lere,,,KWOoDmCIZ7p,Publique,,,221,,,221,0,,43,43,,0,14,14,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Lere,g63g6TX2asB,District Lere,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Lere,g63g6TX2asB,District Lere,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Lobougoula,pFsWL26wSDH,District Lobougoula,,,KWOoDmCIZ7p,Publique,,,555,99,,555,0,79,307,307,79,0,141,141,31,16,8
202406,Juin 2024,202406,,Mali,Sikasso,District Lobougoula,pFsWL26wSDH,District Lobougoula,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Lobougoula,pFsWL26wSDH,District Lobougoula,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Loulouni,GyobOx0dSlA,District Loulouni,,,KWOoDmCIZ7p,Publique,,,740,144,,740,0,110,412,412,110,0,45,45,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Loulouni,GyobOx0dSlA,District Loulouni,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District Loulouni,GyobOx0dSlA,District Loulouni,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koutiala,District M'Pessoba,RNa3R4Evmub,District M'Pessoba,,,KWOoDmCIZ7p,Publique,,,2362,196,385,1906,159,112,637,796,112,57,222,279,,17,5
202406,Juin 2024,202406,,Mali,Koutiala,District M'Pessoba,RNa3R4Evmub,District M'Pessoba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koutiala,District M'Pessoba,RNa3R4Evmub,District M'Pessoba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Ségou,District Macina,r1DoFCB7Asf,District Macina,,,KWOoDmCIZ7p,Publique,,,1864,597,163,1627,41,462,730,771,462,48,507,555,35,10,
202406,Juin 2024,202406,,Mali,Ségou,District Macina,r1DoFCB7Asf,District Macina,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Ségou,District Macina,r1DoFCB7Asf,District Macina,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,San,District Mandiakuy,PQFkQKs3N3t,District Mandiakuy,,,KWOoDmCIZ7p,Publique,,,1094,279,21,1072,8,195,358,366,195,10,133,143,,,0
202406,Juin 2024,202406,,Mali,San,District Mandiakuy,PQFkQKs3N3t,District Mandiakuy,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,San,District Mandiakuy,PQFkQKs3N3t,District Mandiakuy,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Ségou,District Markala,cQI1f7VjjqU,District Markala,,,KWOoDmCIZ7p,Publique,,,1984,700,474,1479,177,533,699,876,533,246,343,589,0,0,0
202406,Juin 2024,202406,,Mali,Ségou,District Markala,cQI1f7VjjqU,District Markala,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
